"","Datum (svensk sommartid)","Vattenföring","Kvalitet"
"874","1912-05-23",294,"G"
"875","1912-05-24",343,"G"
"876","1912-05-25",355,"G"
"877","1912-05-26",323,"G"
"878","1912-05-27",312,"G"
"879","1912-05-28",299,"G"
"880","1912-05-29",294,"G"
"881","1912-05-30",299,"G"
"882","1912-05-31",303,"G"
"883","1912-06-01",299,"G"
"884","1912-06-02",294,"G"
"885","1912-06-03",280,"G"
"886","1912-06-04",273,"G"
"887","1912-06-05",286,"G"
"888","1912-06-06",288,"G"
"889","1912-06-07",261,"G"
"890","1912-06-08",245,"G"
"891","1912-06-09",241,"G"
"892","1912-06-10",255,"G"
"893","1912-06-11",286,"G"
"894","1912-06-12",269,"G"
"895","1912-06-13",249,"G"
"896","1912-06-14",224,"G"
"897","1912-06-15",210,"G"
"898","1912-06-16",204,"G"
"899","1912-06-17",219,"G"
"900","1912-06-18",241,"G"
"901","1912-06-19",233,"G"
"902","1912-06-20",213,"G"
"903","1912-06-21",197,"G"
"904","1912-06-22",213,"G"
"905","1912-06-23",269,"G"
"906","1912-06-24",325,"G"
"907","1912-06-25",299,"G"
"908","1912-06-26",251,"G"
"909","1912-06-27",226,"G"
"910","1912-06-28",204,"G"
"911","1912-06-29",204,"G"
"912","1912-06-30",194,"G"
"913","1912-07-01",178,"G"
"914","1912-07-02",165,"G"
"915","1912-07-03",152,"G"
"916","1912-07-04",146,"G"
"917","1912-07-05",141,"G"
"918","1912-07-06",131,"G"
"919","1912-07-07",125,"G"
"920","1912-07-08",119,"G"
"921","1912-07-09",111,"G"
"922","1912-07-10",106,"G"
"923","1912-07-11",102,"G"
"924","1912-07-12",100,"G"
"925","1912-07-13",97,"G"
"926","1912-07-14",92,"G"
"927","1912-07-15",87,"G"
"928","1912-07-16",82,"G"
"929","1912-07-17",103,"G"
"930","1912-07-18",101,"G"
"931","1912-07-19",84,"G"
"932","1912-07-20",86,"G"
"933","1912-07-21",78,"G"
"934","1912-07-22",75,"G"
"935","1912-07-23",76,"G"
"936","1912-07-24",81,"G"
"937","1912-07-25",89,"G"
"938","1912-07-26",92,"G"
"939","1912-07-27",86,"G"
"940","1912-07-28",87,"G"
"941","1912-07-29",80,"G"
"942","1912-07-30",73,"G"
"943","1912-07-31",71,"G"
"944","1912-08-01",72,"G"
"945","1912-08-02",72,"G"
"946","1912-08-03",74,"G"
"947","1912-08-04",95,"G"
"948","1912-08-05",106,"G"
"949","1912-08-06",92,"G"
"950","1912-08-07",83,"G"
"951","1912-08-08",76,"G"
"952","1912-08-09",71,"G"
"953","1912-08-10",74,"G"
"954","1912-08-11",76,"G"
"955","1912-08-12",152,"G"
"956","1912-08-13",418,"G"
"957","1912-08-14",420,"G"
"958","1912-08-15",345,"G"
"959","1912-08-16",309,"G"
"960","1912-08-17",352,"G"
"961","1912-08-18",448,"G"
"962","1912-08-19",410,"G"
"963","1912-08-20",350,"G"
"964","1912-08-21",348,"G"
"965","1912-08-22",471,"G"
"966","1912-08-23",637,"G"
"967","1912-08-24",649,"G"
"968","1912-08-25",584,"G"
"969","1912-08-26",500,"G"
"970","1912-08-27",443,"G"
"971","1912-08-28",425,"G"
"972","1912-08-29",379,"G"
"973","1912-08-30",327,"G"
"974","1912-08-31",299,"G"
"975","1912-09-01",307,"G"
"976","1912-09-02",338,"G"
"977","1912-09-03",341,"G"
"978","1912-09-04",301,"G"
"979","1912-09-05",290,"G"
"980","1912-09-06",271,"G"
"981","1912-09-07",316,"G"
"982","1912-09-08",329,"G"
"983","1912-09-09",299,"G"
"984","1912-09-10",269,"G"
"985","1912-09-11",269,"G"
"986","1912-09-12",299,"G"
"987","1912-09-13",303,"G"
"988","1912-09-14",269,"G"
"989","1912-09-15",243,"G"
"990","1912-09-16",222,"G"
"991","1912-09-17",210,"G"
"992","1912-09-18",194,"G"
"993","1912-09-19",184,"G"
"994","1912-09-20",173,"G"
"995","1912-09-21",165,"G"
"996","1912-09-22",155,"G"
"997","1912-09-23",149,"G"
"998","1912-09-24",143,"G"
"999","1912-09-25",138,"G"
"1000","1912-09-26",134,"G"
"1001","1912-09-27",129,"G"
"1002","1912-09-28",124,"G"
"1003","1912-09-29",121,"G"
"1004","1912-09-30",118,"G"
"1005","1912-10-01",114,"G"
"1006","1912-10-02",111,"G"
"1007","1912-10-03",107,"G"
"1008","1912-10-04",103,"G"
"1009","1912-10-05",101,"G"
"1010","1912-10-06",98,"G"
"1011","1912-10-07",95,"G"
"1012","1912-10-08",94,"G"
"1013","1912-10-09",91,"G"
"1014","1912-10-10",88,"G"
"1015","1912-10-11",84,"G"
"1016","1912-10-12",83,"G"
"1017","1912-10-13",82,"G"
"1018","1912-10-14",82,"G"
"1019","1912-10-15",82,"G"
"1020","1912-10-16",94,"G"
"1021","1912-10-17",110,"G"
"1022","1912-10-18",146,"G"
"1023","1912-10-19",192,"G"
"1024","1912-10-20",215,"G"
"1025","1912-10-21",235,"G"
"1026","1912-10-22",235,"G"
"1027","1912-10-23",211,"G"
"1028","1912-10-24",187,"G"
"1029","1912-10-25",170,"G"
"1030","1912-10-26",152,"G"
"1031","1912-10-27",138,"G"
"1032","1912-10-28",128,"G"
"1033","1912-10-29",121,"G"
"1034","1912-10-30",103,"G"
"1035","1912-10-31",101,"G"
"1036","1912-11-01",110,"G"
"1037","1912-11-02",82,"G"
"1038","1912-11-03",102,"G"
"1039","1912-11-04",98,"G"
"1040","1912-11-05",96,"G"
"1041","1912-11-06",94,"G"
"1042","1912-11-07",93,"G"
"1043","1912-11-08",92,"G"
"1044","1912-11-09",91,"G"
"1045","1912-11-10",90,"G"
"1046","1912-11-11",89,"G"
"1047","1912-11-12",88,"G"
"1048","1912-11-13",87,"G"
"1049","1912-11-14",86,"G"
"1050","1912-11-15",85,"G"
"1051","1912-11-16",84,"G"
"1052","1912-11-17",83,"G"
"1053","1912-11-18",82,"G"
"1054","1912-11-19",81,"G"
"1055","1912-11-20",80,"G"
"1056","1912-11-21",79,"G"
"1057","1912-11-22",78,"G"
"1058","1912-11-23",77,"G"
"1059","1912-11-24",84,"G"
"1060","1912-11-25",91,"G"
"1061","1912-11-26",116,"G"
"1062","1912-11-27",168,"G"
"1063","1912-11-28",191,"G"
"1064","1912-11-29",201,"G"
"1065","1912-11-30",186,"G"
"1066","1912-12-01",155,"G"
"1067","1912-12-02",145,"G"
"1068","1912-12-03",142,"G"
"1069","1912-12-04",143,"G"
"1070","1912-12-05",131,"G"
"1071","1912-12-06",111,"G"
"1072","1912-12-07",112,"G"
"1073","1912-12-08",115,"G"
"1074","1912-12-09",114,"G"
"1075","1912-12-10",118,"G"
"1076","1912-12-11",129,"G"
"1077","1912-12-12",124,"G"
"1078","1912-12-13",132,"G"
"1079","1912-12-14",108,"G"
"1080","1912-12-15",121,"G"
"1081","1912-12-16",119,"G"
"1082","1912-12-17",117,"G"
"1083","1912-12-18",115,"G"
"1084","1912-12-19",113,"G"
"1085","1912-12-20",112,"G"
"1086","1912-12-21",111,"G"
"1087","1912-12-22",110,"G"
"1088","1912-12-23",109,"G"
"1089","1912-12-24",108,"G"
"1090","1912-12-25",107,"G"
"1091","1912-12-26",106,"G"
"1092","1912-12-27",106,"G"
"1093","1912-12-28",105,"G"
"1094","1912-12-29",104,"G"
"1095","1912-12-30",104,"G"
"1096","1912-12-31",103,"G"
"1097","1913-01-01",102,"G"
"1098","1913-01-02",102,"G"
"1099","1913-01-03",101,"G"
"1100","1913-01-04",101,"G"
"1101","1913-01-05",100,"G"
"1102","1913-01-06",100,"G"
"1103","1913-01-07",99,"G"
"1104","1913-01-08",99,"G"
"1105","1913-01-09",98,"G"
"1106","1913-01-10",97,"G"
"1107","1913-01-11",96,"G"
"1108","1913-01-12",95,"G"
"1109","1913-01-13",94,"G"
"1110","1913-01-14",93,"G"
"1111","1913-01-15",91,"G"
"1112","1913-01-16",89,"G"
"1113","1913-01-17",88,"G"
"1114","1913-01-18",85,"G"
"1115","1913-01-19",82,"G"
"1116","1913-01-20",80,"G"
"1117","1913-01-21",77,"G"
"1118","1913-01-22",73,"G"
"1119","1913-01-23",70,"G"
"1120","1913-01-24",68,"G"
"1121","1913-01-25",66,"G"
"1122","1913-01-26",64,"G"
"1123","1913-01-27",62,"G"
"1124","1913-01-28",60,"G"
"1125","1913-01-29",59,"G"
"1126","1913-01-30",58,"G"
"1127","1913-01-31",57,"G"
"1128","1913-02-01",56,"G"
"1129","1913-02-02",55,"G"
"1130","1913-02-03",54,"G"
"1131","1913-02-04",54,"G"
"1132","1913-02-05",53,"G"
"1133","1913-02-06",53,"G"
"1134","1913-02-07",53,"G"
"1135","1913-02-08",52,"G"
"1136","1913-02-09",52,"G"
"1137","1913-02-10",51,"G"
"1138","1913-02-11",51,"G"
"1139","1913-02-12",51,"G"
"1140","1913-02-13",51,"G"
"1141","1913-02-14",50,"G"
"1142","1913-02-15",50,"G"
"1143","1913-02-16",50,"G"
"1144","1913-02-17",50,"G"
"1145","1913-02-18",49,"G"
"1146","1913-02-19",49,"G"
"1147","1913-02-20",48,"G"
"1148","1913-02-21",48,"G"
"1149","1913-02-22",48,"G"
"1150","1913-02-23",47,"G"
"1151","1913-02-24",47,"G"
"1152","1913-02-25",47,"G"
"1153","1913-02-26",47,"G"
"1154","1913-02-27",46,"G"
"1155","1913-02-28",46,"G"
"1156","1913-03-01",46,"G"
"1157","1913-03-02",46,"G"
"1158","1913-03-03",45,"G"
"1159","1913-03-04",45,"G"
"1160","1913-03-05",45,"G"
"1161","1913-03-06",45,"G"
"1162","1913-03-07",45,"G"
"1163","1913-03-08",44,"G"
"1164","1913-03-09",44,"G"
"1165","1913-03-10",44,"G"
"1166","1913-03-11",44,"G"
"1167","1913-03-12",44,"G"
"1168","1913-03-13",43,"G"
"1169","1913-03-14",43,"G"
"1170","1913-03-15",43,"G"
"1171","1913-03-16",43,"G"
"1172","1913-03-17",43,"G"
"1173","1913-03-18",42,"G"
"1174","1913-03-19",42,"G"
"1175","1913-03-20",42,"G"
"1176","1913-03-21",43,"G"
"1177","1913-03-22",43,"G"
"1178","1913-03-23",44,"G"
"1179","1913-03-24",45,"G"
"1180","1913-03-25",46,"G"
"1181","1913-03-26",47,"G"
"1182","1913-03-27",49,"G"
"1183","1913-03-28",50,"G"
"1184","1913-03-29",52,"G"
"1185","1913-03-30",53,"G"
"1186","1913-03-31",52,"G"
"1187","1913-04-01",55,"G"
"1188","1913-04-02",63,"G"
"1189","1913-04-03",69,"G"
"1190","1913-04-04",90,"G"
"1191","1913-04-05",118,"G"
"1192","1913-04-06",135,"G"
"1193","1913-04-07",162,"G"
"1194","1913-04-08",149,"G"
"1195","1913-04-09",145,"G"
"1196","1913-04-10",145,"G"
"1197","1913-04-11",135,"G"
"1198","1913-04-12",143,"G"
"1199","1913-04-13",138,"G"
"1200","1913-04-14",115,"G"
"1201","1913-04-15",106,"G"
"1202","1913-04-16",105,"G"
"1203","1913-04-17",103,"G"
"1204","1913-04-18",102,"G"
"1205","1913-04-19",96,"G"
"1206","1913-04-20",112,"G"
"1207","1913-04-21",191,"G"
"1208","1913-04-22",253,"G"
"1209","1913-04-23",269,"G"
"1210","1913-04-24",273,"G"
"1211","1913-04-25",303,"G"
"1212","1913-04-26",343,"G"
"1213","1913-04-27",396,"G"
"1214","1913-04-28",420,"G"
"1215","1913-04-29",430,"G"
"1216","1913-04-30",477,"G"
"1217","1913-05-01",562,"G"
"1218","1913-05-02",660,"G"
"1219","1913-05-03",728,"G"
"1220","1913-05-04",753,"G"
"1221","1913-05-05",713,"G"
"1222","1913-05-06",680,"G"
"1223","1913-05-07",595,"G"
"1224","1913-05-08",546,"G"
"1225","1913-05-09",524,"G"
"1226","1913-05-10",503,"G"
"1227","1913-05-11",484,"G"
"1228","1913-05-12",471,"G"
"1229","1913-05-13",464,"G"
"1230","1913-05-14",458,"G"
"1231","1913-05-15",445,"G"
"1232","1913-05-16",410,"G"
"1233","1913-05-17",398,"G"
"1234","1913-05-18",367,"G"
"1235","1913-05-19",350,"G"
"1236","1913-05-20",376,"G"
"1237","1913-05-21",484,"G"
"1238","1913-05-22",500,"G"
"1239","1913-05-23",445,"G"
"1240","1913-05-24",386,"G"
"1241","1913-05-25",381,"G"
"1242","1913-05-26",408,"G"
"1243","1913-05-27",381,"G"
"1244","1913-05-28",376,"G"
"1245","1913-05-29",357,"G"
"1246","1913-05-30",332,"G"
"1247","1913-05-31",318,"G"
"1248","1913-06-01",303,"G"
"1249","1913-06-02",284,"G"
"1250","1913-06-03",257,"G"
"1251","1913-06-04",239,"G"
"1252","1913-06-05",230,"G"
"1253","1913-06-06",228,"G"
"1254","1913-06-07",233,"G"
"1255","1913-06-08",220,"G"
"1256","1913-06-09",194,"G"
"1257","1913-06-10",191,"G"
"1258","1913-06-11",184,"G"
"1259","1913-06-12",184,"G"
"1260","1913-06-13",178,"G"
"1261","1913-06-14",168,"G"
"1262","1913-06-15",159,"G"
"1263","1913-06-16",152,"G"
"1264","1913-06-17",143,"G"
"1265","1913-06-18",141,"G"
"1266","1913-06-19",132,"G"
"1267","1913-06-20",123,"G"
"1268","1913-06-21",119,"G"
"1269","1913-06-22",114,"G"
"1270","1913-06-23",108,"G"
"1271","1913-06-24",106,"G"
"1272","1913-06-25",103,"G"
"1273","1913-06-26",102,"G"
"1274","1913-06-27",105,"G"
"1275","1913-06-28",123,"G"
"1276","1913-06-29",132,"G"
"1277","1913-06-30",134,"G"
"1278","1913-07-01",129,"G"
"1279","1913-07-02",124,"G"
"1280","1913-07-03",116,"G"
"1281","1913-07-04",107,"G"
"1282","1913-07-05",103,"G"
"1283","1913-07-06",97,"G"
"1284","1913-07-07",94,"G"
"1285","1913-07-08",91,"G"
"1286","1913-07-09",88,"G"
"1287","1913-07-10",103,"G"
"1288","1913-07-11",103,"G"
"1289","1913-07-12",94,"G"
"1290","1913-07-13",114,"G"
"1291","1913-07-14",98,"G"
"1292","1913-07-15",96,"G"
"1293","1913-07-16",101,"G"
"1294","1913-07-17",101,"G"
"1295","1913-07-18",100,"G"
"1296","1913-07-19",106,"G"
"1297","1913-07-20",105,"G"
"1298","1913-07-21",100,"G"
"1299","1913-07-22",98,"G"
"1300","1913-07-23",107,"G"
"1301","1913-07-24",124,"G"
"1302","1913-07-25",123,"G"
"1303","1913-07-26",120,"G"
"1304","1913-07-27",116,"G"
"1305","1913-07-28",112,"G"
"1306","1913-07-29",106,"G"
"1307","1913-07-30",102,"G"
"1308","1913-07-31",101,"G"
"1309","1913-08-01",97,"G"
"1310","1913-08-02",94,"G"
"1311","1913-08-03",87,"G"
"1312","1913-08-04",87,"G"
"1313","1913-08-05",83,"G"
"1314","1913-08-06",78,"G"
"1315","1913-08-07",76,"G"
"1316","1913-08-08",76,"G"
"1317","1913-08-09",82,"G"
"1318","1913-08-10",87,"G"
"1319","1913-08-11",86,"G"
"1320","1913-08-12",84,"G"
"1321","1913-08-13",88,"G"
"1322","1913-08-14",108,"G"
"1323","1913-08-15",141,"G"
"1324","1913-08-16",136,"G"
"1325","1913-08-17",123,"G"
"1326","1913-08-18",128,"G"
"1327","1913-08-19",127,"G"
"1328","1913-08-20",124,"G"
"1329","1913-08-21",115,"G"
"1330","1913-08-22",106,"G"
"1331","1913-08-23",102,"G"
"1332","1913-08-24",108,"G"
"1333","1913-08-25",119,"G"
"1334","1913-08-26",119,"G"
"1335","1913-08-27",116,"G"
"1336","1913-08-28",106,"G"
"1337","1913-08-29",101,"G"
"1338","1913-08-30",97,"G"
"1339","1913-08-31",94,"G"
"1340","1913-09-01",89,"G"
"1341","1913-09-02",88,"G"
"1342","1913-09-03",87,"G"
"1343","1913-09-04",87,"G"
"1344","1913-09-05",87,"G"
"1345","1913-09-06",84,"G"
"1346","1913-09-07",80,"G"
"1347","1913-09-08",78,"G"
"1348","1913-09-09",75,"G"
"1349","1913-09-10",74,"G"
"1350","1913-09-11",71,"G"
"1351","1913-09-12",70,"G"
"1352","1913-09-13",72,"G"
"1353","1913-09-14",69,"G"
"1354","1913-09-15",67,"G"
"1355","1913-09-16",64,"G"
"1356","1913-09-17",64,"G"
"1357","1913-09-18",64,"G"
"1358","1913-09-19",66,"G"
"1359","1913-09-20",71,"G"
"1360","1913-09-21",76,"G"
"1361","1913-09-22",76,"G"
"1362","1913-09-23",75,"G"
"1363","1913-09-24",73,"G"
"1364","1913-09-25",71,"G"
"1365","1913-09-26",69,"G"
"1366","1913-09-27",67,"G"
"1367","1913-09-28",66,"G"
"1368","1913-09-29",65,"G"
"1369","1913-09-30",64,"G"
"1370","1913-10-01",63,"G"
"1371","1913-10-02",63,"G"
"1372","1913-10-03",62,"G"
"1373","1913-10-04",62,"G"
"1374","1913-10-05",61,"G"
"1375","1913-10-06",59,"G"
"1376","1913-10-07",57,"G"
"1377","1913-10-08",57,"G"
"1378","1913-10-09",55,"G"
"1379","1913-10-10",54,"G"
"1380","1913-10-11",52,"G"
"1381","1913-10-12",50,"G"
"1382","1913-10-13",49,"G"
"1383","1913-10-14",49,"G"
"1384","1913-10-15",50,"G"
"1385","1913-10-16",50,"G"
"1386","1913-10-17",50,"G"
"1387","1913-10-18",49,"G"
"1388","1913-10-19",49,"G"
"1389","1913-10-20",48,"G"
"1390","1913-10-21",47,"G"
"1391","1913-10-22",45,"G"
"1392","1913-10-23",45,"G"
"1393","1913-10-24",45,"G"
"1394","1913-10-25",47,"G"
"1395","1913-10-26",47,"G"
"1396","1913-10-27",45,"G"
"1397","1913-10-28",45,"G"
"1398","1913-10-29",46,"G"
"1399","1913-10-30",49,"G"
"1400","1913-10-31",50,"G"
"1401","1913-11-01",50,"G"
"1402","1913-11-02",52,"G"
"1403","1913-11-03",54,"G"
"1404","1913-11-04",56,"G"
"1405","1913-11-05",60,"G"
"1406","1913-11-06",57,"G"
"1407","1913-11-07",66,"G"
"1408","1913-11-08",62,"G"
"1409","1913-11-09",58,"G"
"1410","1913-11-10",56,"G"
"1411","1913-11-11",54,"G"
"1412","1913-11-12",52,"G"
"1413","1913-11-13",52,"G"
"1414","1913-11-14",57,"G"
"1415","1913-11-15",66,"G"
"1416","1913-11-16",82,"G"
"1417","1913-11-17",114,"G"
"1418","1913-11-18",120,"G"
"1419","1913-11-19",118,"G"
"1420","1913-11-20",114,"G"
"1421","1913-11-21",105,"G"
"1422","1913-11-22",101,"G"
"1423","1913-11-23",98,"G"
"1424","1913-11-24",76,"G"
"1425","1913-11-25",76,"G"
"1426","1913-11-26",114,"G"
"1427","1913-11-27",106,"G"
"1428","1913-11-28",72,"G"
"1429","1913-11-29",87,"G"
"1430","1913-11-30",80,"G"
"1431","1913-12-01",76,"G"
"1432","1913-12-02",61,"G"
"1433","1913-12-03",55,"G"
"1434","1913-12-04",52,"G"
"1435","1913-12-05",52,"G"
"1436","1913-12-06",52,"G"
"1437","1913-12-07",51,"G"
"1438","1913-12-08",51,"G"
"1439","1913-12-09",50,"G"
"1440","1913-12-10",50,"G"
"1441","1913-12-11",49,"G"
"1442","1913-12-12",49,"G"
"1443","1913-12-13",48,"G"
"1444","1913-12-14",47,"G"
"1445","1913-12-15",46,"G"
"1446","1913-12-16",45,"G"
"1447","1913-12-17",44,"G"
"1448","1913-12-18",44,"G"
"1449","1913-12-19",43,"G"
"1450","1913-12-20",42,"G"
"1451","1913-12-21",41,"G"
"1452","1913-12-22",40,"G"
"1453","1913-12-23",39,"G"
"1454","1913-12-24",38,"G"
"1455","1913-12-25",38,"G"
"1456","1913-12-26",37,"G"
"1457","1913-12-27",37,"G"
"1458","1913-12-28",36,"G"
"1459","1913-12-29",35,"G"
"1460","1913-12-30",35,"G"
"1461","1913-12-31",35,"G"
"1462","1914-01-01",34,"G"
"1463","1914-01-02",34,"G"
"1464","1914-01-03",33,"G"
"1465","1914-01-04",33,"G"
"1466","1914-01-05",33,"G"
"1467","1914-01-06",33,"G"
"1468","1914-01-07",33,"G"
"1469","1914-01-08",33,"G"
"1470","1914-01-09",33,"G"
"1471","1914-01-10",33,"G"
"1472","1914-01-11",33,"G"
"1473","1914-01-12",33,"G"
"1474","1914-01-13",32,"G"
"1475","1914-01-14",32,"G"
"1476","1914-01-15",32,"G"
"1477","1914-01-16",32,"G"
"1478","1914-01-17",32,"G"
"1479","1914-01-18",32,"G"
"1480","1914-01-19",32,"G"
"1481","1914-01-20",32,"G"
"1482","1914-01-21",31,"G"
"1483","1914-01-22",31,"G"
"1484","1914-01-23",31,"G"
"1485","1914-01-24",31,"G"
"1486","1914-01-25",31,"G"
"1487","1914-01-26",31,"G"
"1488","1914-01-27",31,"G"
"1489","1914-01-28",31,"G"
"1490","1914-01-29",31,"G"
"1491","1914-01-30",31,"G"
"1492","1914-01-31",31,"G"
"1493","1914-02-01",32,"G"
"1494","1914-02-02",32,"G"
"1495","1914-02-03",33,"G"
"1496","1914-02-04",34,"G"
"1497","1914-02-05",35,"G"
"1498","1914-02-06",36,"G"
"1499","1914-02-07",37,"G"
"1500","1914-02-08",37,"G"
"1501","1914-02-09",38,"G"
"1502","1914-02-10",38,"G"
"1503","1914-02-11",39,"G"
"1504","1914-02-12",40,"G"
"1505","1914-02-13",40,"G"
"1506","1914-02-14",40,"G"
"1507","1914-02-15",40,"G"
"1508","1914-02-16",40,"G"
"1509","1914-02-17",39,"G"
"1510","1914-02-18",39,"G"
"1511","1914-02-19",38,"G"
"1512","1914-02-20",38,"G"
"1513","1914-02-21",38,"G"
"1514","1914-02-22",37,"G"
"1515","1914-02-23",37,"G"
"1516","1914-02-24",37,"G"
"1517","1914-02-25",36,"G"
"1518","1914-02-26",36,"G"
"1519","1914-02-27",35,"G"
"1520","1914-02-28",35,"G"
"1521","1914-03-01",34,"G"
"1522","1914-03-02",34,"G"
"1523","1914-03-03",34,"G"
"1524","1914-03-04",33,"G"
"1525","1914-03-05",33,"G"
"1526","1914-03-06",33,"G"
"1527","1914-03-07",32,"G"
"1528","1914-03-08",32,"G"
"1529","1914-03-09",32,"G"
"1530","1914-03-10",32,"G"
"1531","1914-03-11",32,"G"
"1532","1914-03-12",32,"G"
"1533","1914-03-13",31,"G"
"1534","1914-03-14",31,"G"
"1535","1914-03-15",31,"G"
"1536","1914-03-16",30,"G"
"1537","1914-03-17",30,"G"
"1538","1914-03-18",30,"G"
"1539","1914-03-19",30,"G"
"1540","1914-03-20",30,"G"
"1541","1914-03-21",30,"G"
"1542","1914-03-22",30,"G"
"1543","1914-03-23",30,"G"
"1544","1914-03-24",30,"G"
"1545","1914-03-25",30,"G"
"1546","1914-03-26",30,"G"
"1547","1914-03-27",30,"G"
"1548","1914-03-28",30,"G"
"1549","1914-03-29",30,"G"
"1550","1914-03-30",30,"G"
"1551","1914-03-31",30,"G"
"1552","1914-04-01",31,"G"
"1553","1914-04-02",31,"G"
"1554","1914-04-03",31,"G"
"1555","1914-04-04",31,"G"
"1556","1914-04-05",32,"G"
"1557","1914-04-06",32,"G"
"1558","1914-04-07",33,"G"
"1559","1914-04-08",34,"G"
"1560","1914-04-09",42,"G"
"1561","1914-04-10",48,"G"
"1562","1914-04-11",65,"G"
"1563","1914-04-12",90,"G"
"1564","1914-04-13",125,"G"
"1565","1914-04-14",176,"G"
"1566","1914-04-15",220,"G"
"1567","1914-04-16",232,"G"
"1568","1914-04-17",235,"G"
"1569","1914-04-18",233,"G"
"1570","1914-04-19",243,"G"
"1571","1914-04-20",263,"G"
"1572","1914-04-21",271,"G"
"1573","1914-04-22",280,"G"
"1574","1914-04-23",305,"G"
"1575","1914-04-24",355,"G"
"1576","1914-04-25",403,"G"
"1577","1914-04-26",393,"G"
"1578","1914-04-27",341,"G"
"1579","1914-04-28",327,"G"
"1580","1914-04-29",312,"G"
"1581","1914-04-30",343,"G"
"1582","1914-05-01",348,"G"
"1583","1914-05-02",301,"G"
"1584","1914-05-03",257,"G"
"1585","1914-05-04",228,"G"
"1586","1914-05-05",201,"G"
"1587","1914-05-06",194,"G"
"1588","1914-05-07",271,"G"
"1589","1914-05-08",357,"G"
"1590","1914-05-09",360,"G"
"1591","1914-05-10",345,"G"
"1592","1914-05-11",388,"G"
"1593","1914-05-12",405,"G"
"1594","1914-05-13",350,"G"
"1595","1914-05-14",314,"G"
"1596","1914-05-15",303,"G"
"1597","1914-05-16",280,"G"
"1598","1914-05-17",276,"G"
"1599","1914-05-18",301,"G"
"1600","1914-05-19",305,"G"
"1601","1914-05-20",312,"G"
"1602","1914-05-21",334,"G"
"1603","1914-05-22",323,"G"
"1604","1914-05-23",292,"G"
"1605","1914-05-24",284,"G"
"1606","1914-05-25",301,"G"
"1607","1914-05-26",398,"G"
"1608","1914-05-27",362,"G"
"1609","1914-05-28",301,"G"
"1610","1914-05-29",271,"G"
"1611","1914-05-30",239,"G"
"1612","1914-05-31",230,"G"
"1613","1914-06-01",215,"G"
"1614","1914-06-02",196,"G"
"1615","1914-06-03",210,"G"
"1616","1914-06-04",220,"G"
"1617","1914-06-05",211,"G"
"1618","1914-06-06",220,"G"
"1619","1914-06-07",210,"G"
"1620","1914-06-08",186,"G"
"1621","1914-06-09",167,"G"
"1622","1914-06-10",154,"G"
"1623","1914-06-11",145,"G"
"1624","1914-06-12",139,"G"
"1625","1914-06-13",151,"G"
"1626","1914-06-14",149,"G"
"1627","1914-06-15",145,"G"
"1628","1914-06-16",143,"G"
"1629","1914-06-17",139,"G"
"1630","1914-06-18",134,"G"
"1631","1914-06-19",129,"G"
"1632","1914-06-20",124,"G"
"1633","1914-06-21",119,"G"
"1634","1914-06-22",115,"G"
"1635","1914-06-23",115,"G"
"1636","1914-06-24",112,"G"
"1637","1914-06-25",110,"G"
"1638","1914-06-26",102,"G"
"1639","1914-06-27",102,"G"
"1640","1914-06-28",102,"G"
"1641","1914-06-29",102,"G"
"1642","1914-06-30",100,"G"
"1643","1914-07-01",95,"G"
"1644","1914-07-02",92,"G"
"1645","1914-07-03",89,"G"
"1646","1914-07-04",84,"G"
"1647","1914-07-05",84,"G"
"1648","1914-07-06",79,"G"
"1649","1914-07-07",76,"G"
"1650","1914-07-08",75,"G"
"1651","1914-07-09",77,"G"
"1652","1914-07-10",77,"G"
"1653","1914-07-11",75,"G"
"1654","1914-07-12",73,"G"
"1655","1914-07-13",72,"G"
"1656","1914-07-14",69,"G"
"1657","1914-07-15",67,"G"
"1658","1914-07-16",65,"G"
"1659","1914-07-17",64,"G"
"1660","1914-07-18",62,"G"
"1661","1914-07-19",59,"G"
"1662","1914-07-20",58,"G"
"1663","1914-07-21",56,"G"
"1664","1914-07-22",54,"G"
"1665","1914-07-23",53,"G"
"1666","1914-07-24",54,"G"
"1667","1914-07-25",53,"G"
"1668","1914-07-26",52,"G"
"1669","1914-07-27",55,"G"
"1670","1914-07-28",54,"G"
"1671","1914-07-29",51,"G"
"1672","1914-07-30",49,"G"
"1673","1914-07-31",49,"G"
"1674","1914-08-01",48,"G"
"1675","1914-08-02",47,"G"
"1676","1914-08-03",46,"G"
"1677","1914-08-04",46,"G"
"1678","1914-08-05",43,"G"
"1679","1914-08-06",42,"G"
"1680","1914-08-07",42,"G"
"1681","1914-08-08",42,"G"
"1682","1914-08-09",39,"G"
"1683","1914-08-10",40,"G"
